,geometry,osid,theme,changetype,name1_text,name2_text,roadlinkid,description,versiondate,name1_language,name2_language,routehierarchy,geometry_length_m,alternatename1_text,alternatename2_text,capturespecification,versionavailabletodate,alternatename1_language,alternatename2_language,roadclassificationnumber,versionavailablefromdate,presenceofpavement_source,presenceofpavement_sideofroad,presenceofpavement_updatedate,presenceofpavement_evidencedate,presenceofpavement_capturemethod,presenceofpavement_averagewidth_m,presenceofpavement_minimumwidth_m
17,"LINESTRING (-3.025115 53.3886157, -3.0251271 53.388562, -3.0251341 53.3885309)",d452ec52-6e34-4319-b079-0dd2c8a2feb4,Transport,New,Lowwood Grove,,37ccd4d1-5ff9-450b-a603-d1d738de8bca,Pavement,2023-09-14,,,Local Road,9.519,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-06-03,Automated Process,1.53,0.83
18,"LINESTRING (-3.0250311 53.388718, -3.0251119 53.388702, -3.0251493 53.3887014)",e8d8b98c-2de0-43cc-927e-d8dd2d4c3716,Transport,Modified Attributes,Borough Road,,e2b7be95-d50d-4396-8356-d48f43fb6c8e,Pavement,2023-11-10,,,A Road Primary,8.155,,,Urban,,,,A552,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-06-03,Automated Process,2.04,0.81
19,"LINESTRING (-3.0243858 53.3887362, -3.0249323 53.3887377)",e9aa4f97-9fc9-441e-9295-7c2397b27668,Transport,Modified Attributes,Queensway Tunnel Approach,,c1ed5a5d-c0b9-404c-bdd9-82ab308a08d4,Pavement,2023-11-10,,,A Road Primary,36.348,Borough Road,,Urban,,,,A552,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-06-03,Automated Process,5.18,1.19
20,"LINESTRING (-3.0249323 53.3887377, -3.0249652 53.3887311, -3.024975 53.3887292, -3.0250201 53.3887202)",fe772157-2277-4cbf-82e5-1d264aa5688a,Transport,Modified Attributes,Borough Road,,7383182a-2fe5-4532-b672-ec2f75c29fa9,Pavement,2023-11-10,,,A Road Primary,6.157,,,Urban,,,,A552,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-06-03,Automated Process,1.89,1.54
0,"LINESTRING (-2.4522953 53.7475388, -2.4522775 53.7475328, -2.452187 53.7474975)",1a34b905-74c6-4086-9dc0-6a6d4696af18,Transport,New,Accrington Road,,19af12ba-b1f7-4c89-80a5-bd22e2c97543,Pavement,2023-09-14,,,A Road,8.499,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-24,Automated Process,2.05,1.25
1,"LINESTRING (-2.4521318 53.7474811, -2.4521024 53.7474723)",3527f0cc-1039-4532-b5aa-c15257a1b239,Transport,Modified Attributes,Accrington Road,,0b9b63b4-e422-4d96-ad52-f254565f4671,Pavement,2023-11-10,,,A Road,2.172,,,Urban,,,,A679,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2018-05-07,Automated Process,1.53,1.16
2,"LINESTRING (-2.4521861 53.7474972, -2.4521318 53.7474811)",391cf91c-2fd1-4091-b31c-8e81786ae895,Transport,New,Accrington Road,,c4f8d1b5-feb6-4587-a7c9-c9162e3c4b82,Pavement,2023-09-14,,,A Road,4.007,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-24,Automated Process,1.55,0.68
3,"LINESTRING (-2.4533545 53.7478835, -2.4535964 53.747677)",4520c76a-c66f-4f46-a09e-c8a87bfc3aa7,Transport,New,Burgess Street,,20262a67-5f18-460c-8472-cd4e75fcc4e6,Pavement,2023-09-14,,,Local Road,27.97,Winmarleigh Street,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-05-07,Automated Process,2.23,0.95
4,"LINESTRING (-2.4527392 53.7476904, -2.4526732 53.7476661, -2.4525858 53.7476367)",48157597-e472-463d-89dc-3c6c500e582d,Transport,New,Accrington Road,,0b9bb855-fccd-41db-a219-41170c363a4c,Pavement,2023-09-14,,,A Road,11.753,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,2.2,1.49
5,"LINESTRING (-2.4521318 53.7474811, -2.4519484 53.7474265)",58fed700-7e48-4240-ae12-da8d72797b21,Transport,Modified Attributes,Accrington Road,,0b9b63b4-e422-4d96-ad52-f254565f4671,Pavement,2023-11-10,,,A Road,13.531,,,Urban,,,,A679,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2020-04-24,Automated Process,3.3,1.23
6,"LINESTRING (-2.4532984 53.7478956, -2.4527405 53.7476908)",619db8f6-251d-48fa-a950-98f715c69892,Transport,New,Accrington Road,,a142b457-8466-494d-ab25-db256fe73ed0,Pavement,2023-09-14,,,A Road,43.271,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-24,Automated Process,2.71,1.06
7,"LINESTRING (-2.4530727 53.748159, -2.4533072 53.7479267)",799fc430-3a2c-43d0-bafb-10fa5a5a2a36,Transport,New,Burgess Street,,99c8d5bf-0a8b-4dea-a682-a84972d5f74c,Pavement,2023-09-14,,,Local Road,30.111,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-24,Automated Process,1.77,1.12
8,"LINESTRING (-2.4521861 53.7474972, -2.45218 53.7474728)",7b279744-0c4c-4dc8-a331-82e97d238ed9,Transport,Modified Attributes,Audley Range,,b3cce7dd-b0af-4bba-a6a1-910fccd8cad7,Pavement,2023-11-10,,,Minor Road,2.745,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2018-05-07,Automated Process,1.53,1.16
9,"LINESTRING (-2.4530865 53.7481453, -2.45329 53.7479437)",83e68996-6370-41bc-8be7-b4f44e1093a5,Transport,New,Burgess Street,,99c8d5bf-0a8b-4dea-a682-a84972d5f74c,Pavement,2023-09-14,,,Local Road,26.136,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,1.44,0.93
10,"LINESTRING (-2.4532955 53.7478945, -2.4527405 53.7476908)",8c89b860-49d7-416e-9ecf-03a5aa6d7f25,Transport,New,Accrington Road,,a142b457-8466-494d-ab25-db256fe73ed0,Pavement,2023-09-14,,,A Road,43.051,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,2.66,1.32
11,"LINESTRING (-2.4526948 53.7473369, -2.4525491 53.7472835, -2.4525294 53.7472785)",8df39299-7b71-4457-9365-28f0348c32b7,Transport,New,,,7bb5e7b3-64a8-40ab-9ca5-5848ed5a45cb,Pavement,2023-09-14,,,Secondary Access Road,12.708,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,3.18,1.1
12,"LINESTRING (-2.4533821 53.7478599, -2.4535999 53.7476739)",8f57b247-0eb0-44fc-9a1a-fb626094c62d,Transport,New,Burgess Street,,20262a67-5f18-460c-8472-cd4e75fcc4e6,Pavement,2023-09-14,,,Local Road,25.193,Winmarleigh Street,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,2.34,1.19
13,"LINESTRING (-2.4544916 53.7483282, -2.4541346 53.7481999, -2.4540124 53.7481554, -2.4533638 53.7479194)",9062c718-577a-4dea-8ec5-f62aad939b9c,Transport,Modified Attributes,Accrington Road,,7b93ec8f-e77c-4d08-8ca1-3ca6b7da2b6d,Pavement,2023-11-10,,,A Road,87.182,,,Urban,,,,A679,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2018-05-07,Automated Process,2.96,0.87
14,"LINESTRING (-2.4527405 53.7476908, -2.4526732 53.7476661, -2.4525847 53.7476363)",94d0f75a-5a81-4e30-adca-59291665ee5a,Transport,New,Accrington Road,,0b9bb855-fccd-41db-a219-41170c363a4c,Pavement,2023-09-14,,,A Road,11.932,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-24,Automated Process,2.1,1.25
15,"LINESTRING (-2.4521861 53.7474972, -2.4521318 53.7474811)",97819859-b592-4fab-bb5f-26be81b7d349,Transport,New,Accrington Road,,c4f8d1b5-feb6-4587-a7c9-c9162e3c4b82,Pavement,2023-09-14,,,A Road,4.007,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,2.36,1.0
16,"LINESTRING (-2.4522986 53.7475399, -2.4522775 53.7475328, -2.4521861 53.7474972)",9d539632-842c-4a65-9b77-51f20705addc,Transport,New,Accrington Road,,19af12ba-b1f7-4c89-80a5-bd22e2c97543,Pavement,2023-09-14,,,A Road,8.815,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,1.91,1.15
17,"LINESTRING (-2.454494 53.7483291, -2.4541346 53.7481999, -2.4540124 53.7481554, -2.4533803 53.7479254)",ac34870f-6286-47aa-adec-72cba4f268af,Transport,Modified Attributes,Accrington Road,,7b93ec8f-e77c-4d08-8ca1-3ca6b7da2b6d,Pavement,2023-11-10,,,A Road,86.094,,,Urban,,,,A679,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2018-05-07,Automated Process,2.75,0.74
18,"LINESTRING (-2.4526702 53.7482588, -2.4523993 53.7481615, -2.452394 53.7481596, -2.4523937 53.7481595, -2.4517608 53.7479322)",adeeb877-d234-4a6b-8462-6089113590d1,Transport,New,Hozier Street,,4e9edf17-16ff-4da2-bd75-7a95e84fd655,Pavement,2023-09-14,,,Local Road,70.125,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-05-07,Automated Process,1.84,1.18
19,"LINESTRING (-2.4525847 53.7476363, -2.4522986 53.7475399)",cc8afb28-8e52-4666-8527-d153d8741124,Transport,New,Accrington Road,,190ea85a-5e09-4a0d-8f91-a182c690fa10,Pavement,2023-09-14,,,A Road,21.705,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-24,Automated Process,2.41,1.46
20,"LINESTRING (-2.4525847 53.7476363, -2.4522986 53.7475399)",d0592ce0-ab7b-4218-934f-918320f1d442,Transport,New,Accrington Road,,190ea85a-5e09-4a0d-8f91-a182c690fa10,Pavement,2023-09-14,,,A Road,21.705,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,2.38,1.4
21,"LINESTRING (-2.4526702 53.7482588, -2.4523993 53.7481615, -2.4517608 53.7479322)",e33b9dfe-992f-40c4-adbd-c8c90eb118e0,Transport,New,Hozier Street,,4e9edf17-16ff-4da2-bd75-7a95e84fd655,Pavement,2023-09-14,,,Local Road,70.125,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2020-04-24,Automated Process,2.08,1.1
22,"LINESTRING (-2.4521859 53.7474965, -2.4521703 53.7474343, -2.4521545 53.7473805, -2.4521691 53.7473265, -2.452218 53.7472872)",fcc047dc-8ee7-4195-8b09-68e535214146,Transport,Modified Attributes,Audley Range,,b3cce7dd-b0af-4bba-a6a1-910fccd8cad7,Pavement,2023-11-10,,,Minor Road,24.588,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2018-05-07,Automated Process,4.04,0.96
0,"LINESTRING (-1.7593292 53.7709654, -1.7589892 53.7708757, -1.7587315 53.7708303, -1.7585481 53.7707899)",09356673-121f-4a50-9c69-32a465569f0b,Transport,New,Mayo Avenue,,336736e4-167d-4cba-8e06-d08af2980eca,Pavement,2023-09-14,,,A Road Primary,55.142,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-05-15,Automated Process,2.94,0.86
1,"LINESTRING (-1.7596772 53.7709352, -1.7596751 53.770941, -1.7596727 53.7709472, -1.7596638 53.7709711)",1536b279-2d76-420f-b0dd-9fca8af4b348,Transport,New,,,67f8ac10-f46a-4b53-816c-c3cd0c489208,Pavement,2023-09-14,,,Restricted Local Access Road,4.101,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-05-15,Automated Process,1.06,0.88
2,"LINESTRING (-1.759557 53.770924, -1.7596012 53.7709088)",454cb582-2cde-4275-935f-1f4ef530df14,Transport,New,,,5b3abc39-89bd-4982-afdc-d6a528b3cfc3,Pavement,2023-09-14,,,Restricted Local Access Road,3.362,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.26,1.25
3,"LINESTRING (-1.759446 53.7710898, -1.7589587 53.7709762)",46b95268-0f5a-4114-a58f-011f14afc7fd,Transport,New,Mayo Avenue,,2ccfefc6-806d-41a4-aa2c-00f2c7d2a112,Pavement,2023-11-10,,,A Road Primary,34.519,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-10-02,Automated Process,2.74,1.1
4,"LINESTRING (-1.7607149 53.7715569, -1.7606168 53.7714921, -1.7604644 53.7714108)",4818f192-bac6-46fb-becb-66df2394d3eb,Transport,New,Mayo Avenue,,29c82328-32e5-46ae-8e57-ed8d0e73217c,Pavement,2023-09-14,,,A Road Primary,23.202,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,1.26,1.06
5,"LINESTRING (-1.7597556 53.771162, -1.759446 53.7710898)",49b7f20f-ecb7-4b7b-a710-92f409d948c0,Transport,New,Mayo Avenue,,c0834256-1535-4d29-bbf8-bb1bd323a028,Pavement,2023-09-14,,,A Road Primary,21.932,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,2.47,1.1
6,"LINESTRING (-1.7606345 53.7716822, -1.7606301 53.7716725, -1.7605984 53.7715748, -1.7605452 53.7714877, -1.7604644 53.7714108)",5123daa0-9cae-4de2-8ece-a53a929dfc47,Transport,New,Manchester Road,,5bacd7bf-69f2-4290-8e93-d7fcc961b4ee,Pavement,2023-09-14,,,A Road,32.565,,,Urban,,,,A641,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,2.85,1.38
7,"LINESTRING (-1.7604644 53.7714108, -1.7604134 53.7713836, -1.7602944 53.7713309)",5fb6fa51-b63f-4724-a969-e0858c706760,Transport,New,Mayo Avenue,,06e08768-cde9-41e2-9420-7ebfdbff6fa0,Pavement,2023-09-14,,,A Road Primary,14.321,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,2.57,1.09
8,"LINESTRING (-1.7598095 53.7710795, -1.7596522 53.7710445)",63a9fc5f-78ba-4496-9ae4-e54d111a7ce6,Transport,Modified Attributes,Mayo Avenue,,59d6da1d-925f-4657-b355-974f68d2c8d9,Pavement,2023-11-10,,,A Road Primary,11.074,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2014-10-02,Automated Process,2.19,0.88
9,"LINESTRING (-1.7596583 53.770986, -1.759644 53.7710242)",7727949c-9aef-4178-97c3-a60c3c476cc0,Transport,New,,,67f8ac10-f46a-4b53-816c-c3cd0c489208,Pavement,2023-09-14,,,Restricted Local Access Road,4.347,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,2.14,0.88
10,"LINESTRING (-1.7593292 53.7709654, -1.7595171 53.7709376, -1.759528 53.7709339)",796d8062-d3a4-4b6d-b19a-fd8fff75db22,Transport,New,,,5b3abc39-89bd-4982-afdc-d6a528b3cfc3,Pavement,2023-09-14,,,Restricted Local Access Road,13.597,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-05-15,Automated Process,2.42,1.0
11,"LINESTRING (-1.759454 53.7709983, -1.7593292 53.7709654)",8857dd0a-2480-4ad5-bf17-1b2bc070de9f,Transport,New,Mayo Avenue,,ef142da0-4368-4fe8-a852-cd7aa7d81a60,Pavement,2023-09-14,,,A Road Primary,9.011,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-05-15,Automated Process,2.11,1.4
12,"LINESTRING (-1.7595934 53.7710314, -1.7595222 53.7710156)",9e3fa71a-dcac-4dbf-b557-83adea17850f,Transport,New,Mayo Avenue,,6c6ab6d4-08bd-4997-9a7e-6c5daf706ed0,Pavement,2023-09-14,,,A Road Primary,5.015,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.26,1.25
13,"LINESTRING (-1.7602944 53.7713309, -1.7601854 53.7712826, -1.7600643 53.7712464, -1.7598068 53.771174, -1.7597556 53.771162)",e591648f-17be-4f40-98dd-107418d3368a,Transport,New,Mayo Avenue,,1e29a733-c2db-463e-a7b3-993013a3c0c5,Pavement,2023-09-14,,,A Road Primary,40.322,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,2.84,1.13
14,"LINESTRING (-1.7606281 53.7713698, -1.7605493 53.7713282, -1.7602163 53.7711928, -1.7600346 53.7711295, -1.7598095 53.7710795)",ee1768f6-9926-4502-81e5-b0d3ca60a1a1,Transport,New,Mayo Avenue,,7782f668-1ec7-4ed9-ac09-fffeab981630,Pavement,2023-09-14,,,A Road Primary,63.314,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,2.86,1.38
0,"LINESTRING (-2.583778 51.4583955, -2.583792 51.4583753)",07576c45-bd24-41aa-a2c2-bfd0246365ca,Transport,New,Bond Street South,,efd12427-19a0-4b1c-a372-fc2e570fe1f7,Pavement,2023-09-14,,,A Road Primary,2.449,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2013-11-20,Automated Process,1.52,1.15
1,"LINESTRING (-2.5840236 51.4583628, -2.5840399 51.4583411)",09a614ee-b16c-4a85-86e3-055223e43c72,Transport,New,Bond Street South,,7879cea0-c994-4f77-82e0-b74062f00c88,Pavement,2023-09-14,,,A Road Primary,2.669,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2013-11-20,Automated Process,1.56,1.39
2,"LINESTRING (-2.5839966 51.4579111, -2.5840778 51.4579347)",2351b8e6-a174-4df0-b5de-4ccd6e44b921,Transport,New,Champion Square,,ed212509-63f5-4fdf-a337-a759b2de611e,Pavement,2023-09-14,,,Restricted Local Access Road,6.222,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-08-24,Automated Process,3.59,1.37
3,"LINESTRING (-2.5840892 51.4582756, -2.5843348 51.457949, -2.5843888 51.4578732)",35f3caa7-b514-4039-8272-4a64615211ba,Transport,New,Bond Street South,,30586e8a-60f2-494f-b887-7da873d2a523,Pavement,2023-09-14,,,A Road Primary,49.354,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-24,Automated Process,2.34,1.05
4,"LINESTRING (-2.5837932 51.4583736, -2.583851 51.4582904, -2.5841277 51.4579497)",401663f2-9846-4fe4-a47f-c9f867b43712,Transport,New,Bond Street South,,8a397f4f-6ad5-4d36-8047-3ad555fc264c,Pavement,2023-09-14,,,A Road Primary,52.58,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-24,Automated Process,3.16,0.96
5,"LINESTRING (-2.5843888 51.4578732, -2.5845178 51.4576923)",448d3cbe-c803-40d1-aaea-52d0e3e1dd10,Transport,New,Bond Street South,,0919b80e-de48-424a-b144-9123d6bcbca2,Pavement,2023-09-14,,,A Road Primary,22.033,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2012-05-24,Automated Process,4.0,1.36
6,"LINESTRING (-2.5839796 51.4584213, -2.5840236 51.4583628)",60660909-0318-485b-b138-3733ff177e97,Transport,New,Bond Street South,,f3d2d178-1d88-4cb8-ab02-292dd7ef163c,Pavement,2023-09-14,,,A Road Primary,7.178,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2013-11-20,Automated Process,2.59,1.03
7,"LINESTRING (-2.5845238 51.4576839, -2.58457 51.4576191, -2.5845893 51.4575756, -2.5846296 51.4574848)",72fdfe65-afbe-42b1-bf01-82ef4ebc3ed2,Transport,Modified Attributes,Bond Street South,,e86e2498-62c0-40f9-a89c-b87c159ba4ab,Pavement,2023-12-08,,,A Road Primary,23.398,,,Urban,,,,A4044,2023-12-09T00:00:00Z,Ordnance Survey,Left,2023-12-04,2019-08-24,Automated Process,1.65,1.0
8,"LINESTRING (-2.5843888 51.4578732, -2.5845178 51.4576923)",8730e529-d690-49d7-ab9e-e2de1b1251d8,Transport,New,Bond Street South,,0919b80e-de48-424a-b144-9123d6bcbca2,Pavement,2023-09-14,,,A Road Primary,22.033,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-24,Automated Process,3.5,1.3
9,"LINESTRING (-2.584128 51.4579493, -2.5841557 51.4579152, -2.5842991 51.4577015, -2.584374 51.4575795, -2.5844175 51.4574402, -2.5844307 51.4572665)",8deffee7-852f-4581-8ba0-2fdc02741e99,Transport,New,Bond Street South,,08ba97ea-1806-4460-b3ae-5c796f18b9fe,Pavement,2023-09-14,,,A Road Primary,79.681,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-24,Automated Process,5.0,0.52
10,"LINESTRING (-2.583792 51.4583753, -2.583851 51.4582904, -2.5838548 51.4582857)",8efd72f9-c3dd-4faf-858a-a7230333b591,Transport,New,Bond Street South,,8a397f4f-6ad5-4d36-8047-3ad555fc264c,Pavement,2023-09-14,,,A Road Primary,10.884,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2013-11-20,Automated Process,2.94,1.15
11,"LINESTRING (-2.5840894 51.4582753, -2.5843348 51.457949, -2.5843877 51.4578748)",9dd08f69-a821-4570-95bd-333c32c9a603,Transport,New,Bond Street South,,30586e8a-60f2-494f-b887-7da873d2a523,Pavement,2023-09-14,,,A Road Primary,49.124,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2012-05-24,Automated Process,3.16,0.72
12,"LINESTRING (-2.5839796 51.4584213, -2.5840236 51.4583628)",c181f0ef-903d-4ce7-8d2d-d2c1884566d8,Transport,New,Bond Street South,,f3d2d178-1d88-4cb8-ab02-292dd7ef163c,Pavement,2023-09-14,,,A Road Primary,7.178,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2012-05-24,Automated Process,3.21,0.78
13,"LINESTRING (-2.5837101 51.4585018, -2.5837141 51.4584926, -2.5837173 51.4584843, -2.5837178 51.4584822, -2.583752 51.458433, -2.583792 51.4583753)",dacc787f-ec2e-4ed3-8234-ab4339da9761,Transport,New,Bond Street South,,efd12427-19a0-4b1c-a372-fc2e570fe1f7,Pavement,2023-09-14,,,A Road Primary,15.198,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2009-02-24,Automated Process,1.96,0.72
14,"LINESTRING (-2.5840236 51.4583628, -2.5840892 51.4582756)",e03fcad2-8bcd-4d0b-9f3d-c2f49a5991ff,Transport,New,Bond Street South,,7879cea0-c994-4f77-82e0-b74062f00c88,Pavement,2023-09-14,,,A Road Primary,10.721,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2012-05-24,Automated Process,3.49,0.9
15,"LINESTRING (-2.5840012 51.4579124, -2.5840791 51.4579351)",e5a1e6a6-f341-4555-9219-674598e751bc,Transport,New,Champion Square,,ed212509-63f5-4fdf-a337-a759b2de611e,Pavement,2023-09-14,,,Restricted Local Access Road,5.969,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-24,Automated Process,3.54,1.44
0,"LINESTRING (-2.2931511 53.5604759, -2.2931652 53.5604535, -2.2933306 53.5601927, -2.2938527 53.5592746, -2.2939869 53.5590406, -2.2939911 53.5590334)",3cd69c27-74de-4aed-b4d4-bbc0b890ff02,Transport,Modified Geometry And Attributes,Manchester Road,,8ca2bb7e-fac9-4c23-87d9-100c1a627fba,Pavement,2023-11-10,,,A Road Primary,169.871,,,Urban,,,,A56,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-09,Automated Process,1.96,1.22
1,"LINESTRING (-2.2931365 53.5604988, -2.2933306 53.5601927, -2.2938527 53.5592746, -2.2939869 53.5590406, -2.2939911 53.5590335)",79943a75-3699-4706-bd25-a0422f3d9168,Transport,Modified Attributes,Manchester Road,,8ca2bb7e-fac9-4c23-87d9-100c1a627fba,Pavement,2023-11-10,,,A Road Primary,172.594,,,Urban,,,,A56,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-05-09,Automated Process,2.06,1.42
2,"LINESTRING (-2.2939911 53.5590334, -2.2942186 53.5586445, -2.2942439 53.5586013, -2.2942442 53.5586008, -2.2943138 53.5584818)",d5cebc8b-3d22-4ceb-a490-b6d67bf63b70,Transport,New,Bury New Road,,a1a2f55a-6f4d-4be7-a350-9f4dfbea814c,Pavement,2023-09-14,,,A Road Primary,64.991,,,Urban,,,,A56,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-05-09,Automated Process,2.08,1.14
3,"LINESTRING (-2.2939911 53.5590334, -2.2942186 53.5586445, -2.2943031 53.5585)",e6e00218-164c-4f92-b932-6ae724cb0e54,Transport,New,Bury New Road,,a1a2f55a-6f4d-4be7-a350-9f4dfbea814c,Pavement,2023-09-14,,,A Road Primary,62.838,,,Urban,,,,A56,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-05-09,Automated Process,2.08,0.52
0,"LINESTRING (0.1246873 52.2022556, 0.1246302 52.2022748, 0.1246262 52.2022791, 0.124548 52.2023646, 0.1245436 52.2023694, 0.1245414 52.2024088)",004fca0e-f248-412e-aa8b-cd4722789085,Transport,New,Regent Street,,2cac35cf-6a00-4ca0-80ca-fdf60f69e5b0,Pavement,2023-09-14,,,Local Road,20.907,St Andrew's Street,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-02-23,Automated Process,2.72,1.12
1,"LINESTRING (0.1242888 52.2026812, 0.1244854 52.2024684, 0.1245099 52.2024419, 0.124541 52.2024092)",0310c971-9b8a-4d2c-8b0f-c07da65ab232,Transport,New,St Andrews Street,,b966ad5c-2235-45c7-9497-3585678a3f1a,Pavement,2023-10-10,,,Local Road,34.823,St Andrew's Street,,Urban,,,,,2023-10-11T00:00:00Z,Ordnance Survey,Right,2023-10-06,2022-02-23,Automated Process,4.06,0.83
2,"LINESTRING (0.1246873 52.2022556, 0.1246913 52.2022513, 0.1247887 52.2021491)",0574f5d3-718b-4170-ac95-646cc9834298,Transport,Modified Attributes,Regent Street,,a4dc4073-d257-49c3-977c-69a5a0a1077d,Pavement,2023-11-10,,,Local Road,13.726,St Andrew's Street,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2022-02-23,Automated Process,2.51,1.22
