,geometry,osid,theme,changetype,name1_text,name2_text,roadlinkid,description,versiondate,name1_language,name2_language,routehierarchy,geometry_length_m,alternatename1_text,alternatename2_text,capturespecification,versionavailabletodate,alternatename1_language,alternatename2_language,roadclassificationnumber,versionavailablefromdate,presenceofpavement_source,presenceofpavement_sideofroad,presenceofpavement_updatedate,presenceofpavement_evidencedate,presenceofpavement_capturemethod,presenceofpavement_averagewidth_m,presenceofpavement_minimumwidth_m,distance_to_point,bearing_to_point,site
18,"LINESTRING (394411.2412914497 804843.4421952821, 394412.5177024143 804847.258749474, 394422.75436722126 804874.3068091632, 394426.5148797082 804884.253742452, 394428.66454768623 804889.2713678873, 394429.514691885 804891.2517146784, 394430.51563880884 804897.2505495655, 394431.51328795915 804905.2531710081, 394431.5134871521 804905.3978883036)",80fa362c-4f39-4a61-bc16-d0a8bc2302df,Transport,New,Wellington Road,,c07ab196-dbdb-45ff-b3bf-64535a1762cf,Pavement,2023-09-14,,,A Road,65.493,,,Urban,,,,A956,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-11-09,Automated Process,3.03,0.44,64.13805532705734,1.7574531923585255,ABD8
19,"LINESTRING (394407.90432663076 804833.4278982152, 394411.2412914497 804843.4421952821)",81ef223b-5159-4b14-b0d6-7d758522bbfa,Transport,New,Wellington Road,,859f6d00-984b-4b76-ad1d-e06a12e3b556,Pavement,2023-09-14,,,A Road,10.55,,,Urban,,,,A956,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-11-09,Automated Process,2.3,1.19,53.653158104371585,352.623006896346,ABD8
20,"LINESTRING (394367.60045096104 804544.527423233, 394366.5085683446 804547.2563112343, 394361.5111314747 804562.2582302238, 394358.50996566407 804576.2554820415, 394355.51161499374 804592.2565133313, 394353.5130160051 804613.2544725263, 394353.5134585543 804622.2492220541, 394354.51177766564 804639.2577036845, 394355.51007326326 804656.2550538721, 394363.5137958395 804696.2527286462, 394373.5102587079 804737.2495404116, 394376.51583595265 804748.2550276592)",84db70c9-e800-47ee-861b-21af12ddf4ae,Transport,Modified Attributes,Wellington Road,,5670e60f-8716-45f3-87e5-242e7310b158,Pavement,2023-11-10,,,A Road,207.893,,,Urban,,,,A956,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2018-10-26,Automated Process,2.34,1.15,38.721873596094326,209.8485358940053,ABD8
21,"LINESTRING (394422.5200295227 804827.2627935419, 394436.51690552285 804855.2519346823, 394439.6554359563 804861.8823632696)",86e4a1ab-8215-427f-ab31-aae1a001c9e2,Transport,New,Menzies Road,,2e1e51e3-c8b2-4ef6-8e4c-10a4c04ef6f0,Pavement,2023-09-14,,,Local Road,38.63,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-08-25,Automated Process,2.91,1.11,52.77387330610229,345.150131599359,ABD8
22,"LINESTRING (394570.2491937028 804762.5734204891, 394559.50842654286 804756.2536817638, 394547.50765064626 804749.2566104301, 394525.5102970736 804740.2581798182, 394508.51352522365 804736.2513948053, 394499.5097000305 804734.2598479437, 394485.1292303226 804735.693207646)",89419600-8767-401a-a282-314f968cbeab,Transport,Modified Geometry And Attributes,Grampian Place,,0981ef77-994f-4d7d-bdf1-a409e91002de,Pavement,2023-11-10,,,Local Road,91.258,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2014-11-09,Automated Process,4.17,0.6,98.54338595363662,226.49611402250343,ABD8
23,"LINESTRING (394440.8088580392 804864.3187124038, 394444.5422806211 804872.1951247833)",8d7c3766-3fa2-4d05-b148-e02b204a74e0,Transport,New,Menzies Road,,0a86cb8f-de3d-4180-89f7-5b230349a2ec,Pavement,2023-09-14,,,Local Road,8.721,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-25,Automated Process,0.99,0.48,94.0828746379597,358.7632430378824,ABD8
24,"LINESTRING (394403.5106304509 804755.2531007844, 394465.2682479613 804739.816952516)",8eb59e0e-d8ab-4cd1-9059-142183c565d2,Transport,New,Grampian Place,,10a2ae14-ab8a-41eb-8e23-c2ad2bcddc8e,Pavement,2023-09-14,,,Local Road,63.658,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-25,Automated Process,3.09,0.68,26.233277589205823,222.83873022178472,ABD8
25,"LINESTRING (394441.1829442019 804704.850597523, 394443.76712757396 804704.4462914574, 394444.44493772613 804704.3340394571)",900959eb-a9f0-41df-b7dc-e2091e7576f4,Transport,New,Walker Gardens,,df96e09e-4bcc-419b-827c-b11509eb3c88,Pavement,2023-09-14,,,Local Road,3.301,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-10-26,Automated Process,1.43,1.36,87.6025493071225,190.46134400594855,ABD8
26,"LINESTRING (394406.6096556574 804829.5445780343, 394411.2412914497 804843.4421952821)",902ce71a-4ed0-4c0c-aa27-5cce3ca11551,Transport,New,Wellington Road,,859f6d00-984b-4b76-ad1d-e06a12e3b556,Pavement,2023-09-14,,,A Road,14.645,,,Urban,,,,A956,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-08-25,Automated Process,2.95,0.92,49.595302525812,352.46790654093326,ABD8
27,"LINESTRING (394421.9165396461 804683.6926949711, 394424.075629095 804695.4674990098)",915ab1fa-f360-474a-bf5a-b1485d14ed4a,Transport,New,Walker Gardens,,cc0358ba-0c34-4a8b-8375-390fa95f8767,Pavement,2023-09-14,,,Local Road,11.971,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-10-31,Automated Process,1.18,0.96,89.3632929508303,179.81928832837525,ABD8
28,"LINESTRING (394403.5106304509 804755.2531007844, 394390.5279457453 804756.2507044832)",916cf14a-7511-4e19-ae12-8671e708d811,Transport,Modified Attributes,Grampian Place,,66819ad7-07e9-4e08-b9d5-49e270c1e6c6,Pavement,2023-11-10,,,Local Road,13.024,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2019-08-25,Automated Process,2.58,1.0,25.003220502279028,178.94119199731313,ABD8
29,"LINESTRING (394465.2682479613 804739.816952516, 394473.98187525786 804737.6342769657)",936b08de-588c-4115-929d-04804c5eb308,Transport,New,Grampian Place,,1ea49d90-5f69-4276-ac50-f56c8fd9139c,Pavement,2023-09-14,,,Local Road,8.981,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-25,Automated Process,3.87,1.37,79.18297828555215,227.17960448483856,ABD8
30,"LINESTRING (394403.5106304509 804755.2531007844, 394465.2682479613 804739.816952516)",95ea3fc7-f937-4b55-8bd2-a73de8a9e1a8,Transport,New,Grampian Place,,10a2ae14-ab8a-41eb-8e23-c2ad2bcddc8e,Pavement,2023-09-14,,,Local Road,63.658,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-10-26,Automated Process,2.93,1.37,26.233277589205823,222.83873022178472,ABD8
31,"LINESTRING (394376.51583595265 804748.2550276592, 394380.51082971296 804761.2517923492)",a21d87de-b1e6-4118-aada-4a4730b8a76c,Transport,Modified Attributes,Wellington Road,,efe6fa60-9a0e-478e-97b5-73bd542dc61a,Pavement,2023-11-10,,,A Road,13.601,,,Urban,,,,A956,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-11-09,Automated Process,2.34,1.46,25.899483641773482,146.10721711083067,ABD8
32,"LINESTRING (394411.2716796515 804843.5312102664, 394412.1408616166 804846.1349258003)",b3d5ce47-cf4b-46aa-9fc1-dfae5e79ac56,Transport,New,Wellington Road,,c07ab196-dbdb-45ff-b3bf-64535a1762cf,Pavement,2023-09-14,,,A Road,2.752,,,Urban,,,,A956,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-11-09,Automated Process,1.5,1.26,64.2315129475232,353.38529529862853,ABD8
33,"LINESTRING (394480.31937805057 804741.9226218708, 394482.5133958104 804757.2596871902, 394491.51370371424 804792.2579326105, 394499.5128570783 804812.251464089, 394514.51011328254 804846.2508521983, 394532.51077266684 804881.2592573147, 394548.5149612707 804908.255306479, 394563.5148390218 804931.2563372238, 394570.767106928 804940.9204058461)",b6ade9cc-db4d-4c1b-af26-04f1ca2d1703,Transport,Modified Attributes,Walker Road,,657f92c5-a5bd-4d98-afcf-1e16b4d47397,Pavement,2023-11-10,,,Local Road,220.624,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2019-08-25,Automated Process,3.23,1.22,88.1846868312244,337.87299558926725,ABD8
34,"LINESTRING (394444.44493772613 804704.3340394571, 394445.03803310316 804704.244168123, 394458.38257912645 804702.1441609104)",b83925d6-b7f2-4f68-bff6-a2bcbd35e7aa,Transport,New,Walker Gardens,,74d99d33-3221-45b6-b40b-fe9fc82a41ef,Pavement,2023-09-14,,,Local Road,14.106,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-10-31,Automated Process,1.57,1.34,89.71335268640868,190.74584298674873,ABD8
35,"LINESTRING (394458.38257912645 804702.1441609104, 394469.8994382974 804700.3249978967)",bfdc4aad-3383-408a-9629-ff662989263f,Transport,New,Walker Gardens,,35a9375b-894a-4d9f-9810-482192980057,Pavement,2023-11-10,,,Local Road,11.661,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2018-10-31,Automated Process,1.78,1.25,99.45201628436155,190.32362080191322,ABD8
36,"LINESTRING (394424.075629095 804695.4674990098, 394424.27083665004 804696.5581774977, 394426.2225538586 804707.2089247621, 394443.21638965106 804704.5249726804, 394443.76712757396 804704.4462914574, 394444.44493772613 804704.3340394571)",cb2720e2-e452-4953-a7b6-647b042f5ef3,Transport,New,Walker Gardens,,df96e09e-4bcc-419b-827c-b11509eb3c88,Pavement,2023-09-14,,,Local Road,30.374,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-10-31,Automated Process,1.19,1.04,78.98539866194609,187.89623985716858,ABD8
37,"LINESTRING (394439.7343545942 804862.0492366019, 394445.51358752756 804874.2532332682, 394449.5148660221 804883.253626603, 394457.7783666303 804906.1967291641)",ce15c6a1-0b13-4565-85cc-c5d4dad66d31,Transport,New,Menzies Road,,0a86cb8f-de3d-4180-89f7-5b230349a2ec,Pavement,2023-09-14,,,Local Road,47.747,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-08-25,Automated Process,2.76,1.28,91.5735587479075,10.987445469046634,ABD8
38,"LINESTRING (394368.1675102733 804543.1128554378, 394366.5085683446 804547.2563112343, 394361.5111314747 804562.2582302238, 394358.50996566407 804576.2554820415, 394355.51161499374 804592.2565133313, 394353.5130160051 804613.2544725263, 394353.5134585543 804622.2492220541, 394354.51177766564 804639.2577036845, 394355.51007326326 804656.2550538721, 394363.5137958395 804696.2527286462, 394373.5102587079 804737.2495404116, 394376.45501024934 804748.0436019365)",d7bdb593-eb7e-49fb-91f8-0075c8caa922,Transport,Modified Attributes,Wellington Road,,5670e60f-8716-45f3-87e5-242e7310b158,Pavement,2023-11-10,,,A Road,209.207,,,Urban,,,,A956,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-11-09,Automated Process,2.43,1.24,38.93255546590368,210.58002317614242,ABD8
39,"LINESTRING (394475.56897198525 804703.0223558214, 394479.1635663333 804733.3079400107)",dd928caa-1416-41b7-85a6-761d18fabb55,Transport,New,Walker Road,,2d21f2d2-bc02-405d-9334-75380d9433c2,Pavement,2023-11-10,,,Local Road,30.505,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2018-10-26,Automated Process,2.77,0.94,94.45535814800111,207.76262393504936,ABD8
40,"LINESTRING (394398.59556801664 804838.4168319978, 394401.46765416104 804849.2889381045)",dde6d9b4-8ecd-441d-b876-824cf53bf707,Transport,New,Wellington Road,,932d8ce7-7512-41c0-8b49-1b14549706fa,Pavement,2023-09-14,,,A Road,11.244,,,Urban,,,,A956,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-11-09,Automated Process,2.39,1.19,57.635980722182374,358.75455699259123,ABD8
41,"LINESTRING (394475.1464937912 804699.5051837645, 394478.9431290107 804731.4603093336)",eda3d32a-990e-476a-bfce-321f25101e74,Transport,New,Walker Road,,2d21f2d2-bc02-405d-9334-75380d9433c2,Pavement,2023-11-10,,,Local Road,32.181,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2022-03-07,Automated Process,3.07,1.19,95.20893305831004,205.08718829213464,ABD8
42,"LINESTRING (394398.59556801664 804838.4168319978, 394402.5142576952 804853.2505247961, 394405.5141329327 804860.2484793076, 394417.51546899736 804885.2569088287, 394421.5162554814 804898.2537072551, 394422.5158311557 804903.2506513089, 394422.51475962135 804911.2546476413, 394421.51632140815 804920.2507779404, 394420.5137578407 804926.2523737076, 394419.5172501238 804932.2539614257, 394416.51669840724 804942.2547462549, 394405.7973145483 804964.366815187)",ef2cd498-0d9e-4347-a2d6-a5b2969dc1f7,Transport,New,Wellington Road,,932d8ce7-7512-41c0-8b49-1b14549706fa,Pavement,2023-09-14,,,A Road,133.629,,,Urban,,,,A956,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-11-09,Automated Process,2.93,0.67,57.635980722182374,9.59019401084123,ABD8
43,"LINESTRING (394593.6089922831 804776.6242488307, 394587.5103110683 804774.2612668459, 394576.50706082553 804766.2608854894, 394559.50842654286 804756.2536817638, 394547.50765064626 804749.2566104301, 394525.5102970736 804740.2581798182, 394508.51352522365 804736.2513948053, 394499.5097000305 804734.2598479437, 394482.9382620677 804735.9077055509)",f0312fa6-f738-43ef-a9fd-3485fc738a10,Transport,Modified Geometry And Attributes,Grampian Place,,0981ef77-994f-4d7d-bdf1-a409e91002de,Pavement,2023-11-10,,,Local Road,120.87,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2022-03-07,Automated Process,3.24,0.47,96.5005712162169,226.88758814098517,ABD8
0,"LINESTRING (375432.4578320242 165838.84323610517, 375391.33246129344 165812.4393452325)",03c1c6e1-2d25-400c-b389-c1802f6eac9f,Transport,New,London Road,,60193b02-59ba-463a-b9c7-7cbd55ac7033,Pavement,2023-09-14,,,A Road Primary,48.874,,,Urban,,,,A4,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-03-19,Automated Process,0.4,0.4,9.337621760777202,279.9489422492583,BHA4
1,"LINESTRING (375322.85010846774 165813.89496432943, 375310.09513156285 165826.64678496186, 375276.09326355095 165858.64242936857, 375263.0983160668 165870.65038677625, 375253.94014922134 165877.52371181187)",04920dbf-e39b-407b-80f5-d81614bc0759,Transport,New,Thomas Street,,9e9a5abb-98d2-4051-a3ea-4325c7a3eab2,Pavement,2023-09-14,,,Local Road,93.877,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2013-09-01,Automated Process,1.62,0.7,71.41130745146846,28.37081914795374,BHA4
2,"LINESTRING (375439.473089601 165938.40381709684, 375438.0960096965 165935.65230469184, 375432.0978969331 165922.64672855963, 375423.0960052898 165908.64362529013, 375418.0962116073 165900.6491053335, 375414.0977189442 165889.6468922355)",0bb0b2a7-d10f-41f5-9a90-68a47261801b,Transport,New,Snow Hill,,242e79b5-7a30-4f39-813d-314192ca06f8,Pavement,2023-09-14,,,Local Road,55.18,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-03-17,Automated Process,2.11,0.53,67.99795312497571,22.45750823342189,BHA4
3,"LINESTRING (375455.9803060272 165848.2941187201, 375462.2053587313 165852.10100823967)",0c4af47d-6442-49ac-96a7-7859ee58771e,Transport,Modified Attributes,London Road,,d96a3090-dc4b-4bc3-84c2-2eb1724063c4,Pavement,2023-11-10,,,A Road Primary,7.295,,,Urban,,,,A4,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2015-08-28,Automated Process,1.93,0.87,66.80804781946144,331.4902042360297,BHA4
4,"LINESTRING (375391.33246129344 165812.4393452325, 375390.09701072035 165811.64457258192, 375378.65900106414 165804.72673351242)",1423b9fd-9f87-4be9-b7ae-2a17219ed7cb,Transport,New,London Road,,79ff20df-b73c-4db8-a2a6-689613a662a8,Pavement,2023-09-14,,,A Road Primary,14.838,,,Urban,,,,A4,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2022-01-24,Automated Process,3.55,1.33,12.604979759533153,154.89597227895115,BHA4
5,"LINESTRING (375321.8784297673 165810.1071980541, 375317.0994481876 165804.64744313125, 375315.0975731119 165803.6451022367, 375311.93785175134 165802.07006435696)",15262126-fb72-4b44-857b-6b73e74b0057,Transport,New,Pera Road,,96da46c2-27d7-4b61-8ea9-4e98dd573fa2,Pavement,2023-11-10,,,Local Road,13.031,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2013-09-01,Automated Process,0.84,0.7,73.04209438525001,80.04962352150943,BHA4
6,"LINESTRING (375419.59585620277 165868.34452780563, 375414.28353280394 165863.35437431035, 375391.0221102173 165853.2128752477)",18144d1e-8699-4088-9e43-64718301b78c,Transport,New,Snow Hill,,80a43195-5ec9-4896-b384-c611341519e4,Pavement,2023-09-14,,,Local Road,32.669,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2022-01-24,Automated Process,1.77,1.09,28.442054447858457,356.28964489918724,BHA4
7,"LINESTRING (375481.1012061171 165874.65344276372, 375470.0965472575 165866.64338451606, 375456.1795029172 165857.83554431848)",1869c6f8-3d8d-4078-8c95-417c99d14064,Transport,Modified Attributes,London Road,,ddab2d1e-cd95-4983-825d-06b1f40ed46b,Pavement,2023-11-10,,,A Road Primary,30.073,,,Urban,,,,A4,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2015-08-28,Automated Process,1.91,0.91,70.89634074132803,354.51199862718386,BHA4
8,"LINESTRING (375453.3563128918 165846.69416099013, 375455.9803060272 165848.2941187201)",19febaf6-8220-4a17-885a-04ef2a75c0b9,Transport,New,London Road,,2c83ae59-009a-4dd3-97a0-47db65d08797,Pavement,2023-09-14,,,A Road Primary,3.074,,,Urban,,,,A4,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2015-08-28,Automated Process,1.5,0.98,63.79229161536547,327.4033797669633,BHA4
9,"LINESTRING (375343.2977823487 165783.30003201216, 375328.90676361497 165774.41698631225)",1cb75dc8-b7f7-4087-ba6f-ddf0482a8a5f,Transport,New,London Road,,600d4baf-dc85-45c9-9355-43e5f1b71c6c,Pavement,2023-09-14,,,A Road Primary,16.918,,,Urban,,,,A4,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2001-08-08,Automated Process,2.0,1.21,65.11296307602154,115.15150077791554,BHA4
10,"LINESTRING (375347.09446826286 165785.65051354968, 375313.09887789935 165764.6511353482, 375311.8701993989 165763.82298358926)",25458ab3-f1db-4430-b872-dfef22979a00,Transport,New,London Road,,600d4baf-dc85-45c9-9355-43e5f1b71c6c,Pavement,2023-09-14,,,A Road Primary,41.436,,,Urban,,,,A4,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-09-14,Automated Process,4.27,0.67,60.693244316990416,112.64925915106431,BHA4
11,"LINESTRING (375415.9052080901 165864.8813128263, 375414.28353280394 165863.35437431035, 375369.09933192574 165843.64331505424)",2aa1efec-a641-4b37-a9c8-1fdd422b6538,Transport,New,Snow Hill,,80a43195-5ec9-4896-b384-c611341519e4,Pavement,2023-09-14,,,Local Road,51.518,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-01-24,Automated Process,2.12,0.16,26.927602176537327,0.40336215614638604,BHA4
12,"LINESTRING (375436.631780311 165841.5256085645, 375441.6023614141 165842.03540696215, 375443.5516181151 165842.2372918232)",2f91a878-30f1-4f0e-9e97-188e63702ed4,Transport,Modified Attributes,London Road,,5a829459-9db1-4f90-ae6c-3c55c3ea4753,Pavement,2023-11-10,,,A Road Primary,6.957,,,Urban,,,,A4,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2019-09-14,Automated Process,2.52,0.94,46.31675667999597,319.17647939020117,BHA4
13,"LINESTRING (375321.7245424993 165809.9411209055, 375317.0994481876 165804.64744313125, 375315.0975731119 165803.6451022367, 375311.0938746593 165801.65154420718, 375307.09707702434 165799.646834079, 375304.09810771595 165799.65029600257, 375264.0953610873 165799.644802636, 375262.09347348247 165798.64248251077)",32d86b7d-5ee9-4672-91c0-484cca2c1866,Transport,Modified Attributes,Pera Road,,96da46c2-27d7-4b61-8ea9-4e98dd573fa2,Pavement,2023-11-10,,,Local Road,63.449,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-03-18,Automated Process,0.74,0.5,73.22649305169601,68.09579402387146,BHA4
14,"LINESTRING (375456.02917310264 165848.32724751794, 375481.0967481832 165863.64301627647, 375483.4641388417 165865.42217371007)",3329ac57-c336-4344-8d88-8129806bd1bb,Transport,Modified Attributes,London Road,,d96a3090-dc4b-4bc3-84c2-2eb1724063c4,Pavement,2023-11-10,,,A Road Primary,32.336,,,Urban,,,,A4,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2019-09-14,Automated Process,3.23,0.5,66.86542941532944,341.15648575322666,BHA4
15,"LINESTRING (375434.71378062543 165843.47005647572, 375433.12124698836 165845.0904022421, 375431.22401629447 165847.0125076879, 375430.7481132057 165847.88230016065, 375430.36870711215 165848.56255747605, 375429.38923124206 165850.3356415198, 375428.4166602121 165852.09757068305, 375428.2180542594 165852.75470996718, 375426.77306528407 165857.54401845328)",43411de4-c7bc-4e81-80be-95f6e29f6329,Transport,Modified Attributes,Snow Hill,,8cc5f41b-d88a-4ea5-ae5b-56f26373dfc8,Pavement,2023-11-10,,,Local Road,16.469,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2015-08-28,Automated Process,2.02,0.81,43.816832237032365,336.7625817659334,BHA4
16,"LINESTRING (375344.1471361113 165790.55835572124, 375341.09630306554 165795.64464891877, 375340.9302280609 165795.83452368464, 375335.0975468727 165802.64706638613, 375324.2766514646 165812.48670226417)",448a6632-3475-48cc-b96d-8b52dd12670c,Transport,Modified Attributes,Thomas Street,,0bf81443-6cbd-4b59-ab65-335cae590e23,Pavement,2023-11-10,,,Local Road,29.781,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2022-01-24,Automated Process,1.88,1.44,59.898340568910285,95.40445628553755,BHA4
17,"LINESTRING (375425.4886234491 165875.3782641978, 375425.76834024943 165875.66607382777, 375428.1600090948 165878.14575318916)",52650f4b-8aae-413d-901c-ac8f46313f8c,Transport,New,Snow Hill,,62a1da8d-4b9e-45fd-96ce-236592c0d2b4,Pavement,2023-09-14,,,Restricted Local Access Road,3.845,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-03-17,Automated Process,1.37,1.03,59.83139286146056,4.793650717803132,BHA4
18,"LINESTRING (375443.5516181151 165842.2372918232, 375446.5659835054 165842.54524384096, 375455.9803060272 165848.2941187201)",52d40b25-0aca-47f6-8048-79aa90047565,Transport,New,London Road,,2c83ae59-009a-4dd3-97a0-47db65d08797,Pavement,2023-09-14,,,A Road Primary,14.06,,,Urban,,,,A4,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-09-14,Automated Process,2.81,0.49,53.06104440720089,323.19177296508354,BHA4
